24.06.2010 00:59:00;r/s;0;req;17;b/s;7149;av;0;<1s;17;1s;0;2s;0;3s;0;4s;0;5s;0;>5s;0;ip;41;usr;213;qV;3;qS;0;qD;0;qK;0;qT;0;qL;0;sl;0;m;7175644
24.06.2010 01:00:00;r/s;0;req;23;b/s;12038;av;0;<1s;22;1s;1;2s;0;3s;0;4s;0;5s;0;>5s;0;ip;46;usr;214;qV;4;qS;0;qD;0;qK;0;qT;0;qL;0;sl;0;m;7174636
24.06.2010 01:01:00;r/s;0;req;11;b/s;3895;av;0;<1s;11;1s;0;2s;0;3s;0;4s;0;5s;0;>5s;0;ip;47;usr;207;qV;4;qS;0;qD;0;qK;0;qT;0;qL;0;sl;0.41;m;7180632
24.06.2010 01:02:00;r/s;0;req;20;b/s;11148;av;0;<1s;20;1s;0;2s;0;3s;0;4s;0;5s;0;>5s;0;ip;47;usr;203;qV;2;qS;0;qD;0;qK;0;qT;0;qL;0;sl;0.15;m;7184408
24.06.2010 01:03:00;r/s;0;req;18;b/s;11425;av;0;<1s;18;1s;0;2s;0;3s;0;4s;0;5s;0;>5s;0;ip;46;usr;200;qV;2;qS;0;qD;0;qK;0;qT;0;qL;0;sl;0.11;m;7185860
24.06.2010 01:04:00;r/s;0;req;19;b/s;11601;av;0;<1s;18;1s;1;2s;0;3s;0;4s;0;5s;0;>5s;0;ip;46;usr;202;qV;2;qS;0;qD;0;qK;0;qT;0;qL;0;sl;0.08;m;7185960
24.06.2010 01:05:00;r/s;0;req;14;b/s;8726;av;0;<1s;13;1s;1;2s;0;3s;0;4s;0;5s;0;>5s;0;ip;44;usr;198;qV;2;qS;0;qD;0;qK;0;qT;0;qL;0;sl;0.07;m;7185196
24.06.2010 01:06:00;r/s;0;req;23;b/s;14000;av;0;<1s;23;1s;0;2s;0;3s;0;4s;0;5s;0;>5s;0;ip;44;usr;194;qV;3;qS;0;qD;0;qK;0;qT;0;qL;0;sl;0.06;m;7173616
24.06.2010 01:07:00;r/s;1;req;84;b/s;30633;av;0;<1s;84;1s;0;2s;0;3s;0;4s;0;5s;0;>5s;0;ip;42;usr;189;qV;3;qS;0;qD;0;qK;0;qT;0;qL;0;sl;0.02;m;7164344
24.06.2010 01:08:00;r/s;1;req;66;b/s;11970;av;0;<1s;56;1s;9;2s;1;3s;0;4s;0;5s;0;>5s;0;ip;40;usr;183;qV;3;qS;0;qD;0;qK;0;qT;0;qL;0;sl;0;m;7167268
24.06.2010 01:09:00;r/s;0;req;27;b/s;12860;av;0;<1s;27;1s;0;2s;0;3s;0;4s;0;5s;0;>5s;0;ip;43;usr;193;qV;3;qS;0;qD;0;qK;0;qT;0;qL;0;sl;0;m;7168740
24.06.2010 01:10:00;r/s;0;req;30;b/s;12974;av;0;<1s;30;1s;0;2s;0;3s;0;4s;0;5s;0;>5s;0;ip;38;usr;201;qV;4;qS;0;qD;0;qK;0;qT;0;qL;0;sl;0;m;7171260
24.06.2010 01:11:00;r/s;0;req;18;b/s;3248;av;0;<1s;18;1s;0;2s;0;3s;0;4s;0;5s;0;>5s;0;ip;38;usr;207;qV;4;qS;0;qD;0;qK;0;qT;0;qL;0;sl;0;m;7179716
24.06.2010 01:12:00;r/s;0;req;23;b/s;14108;av;0;<1s;23;1s;0;2s;0;3s;0;4s;0;5s;0;>5s;0;ip;36;usr;210;qV;3;qS;0;qD;0;qK;0;qT;0;qL;0;sl;0;m;7183232
24.06.2010 01:13:00;r/s;0;req;20;b/s;7753;av;0;<1s;20;1s;0;2s;0;3s;0;4s;0;5s;0;>5s;0;ip;37;usr;213;qV;3;qS;0;qD;0;qK;0;qT;0;qL;0;sl;0;m;7186736
24.06.2010 01:14:00;r/s;0;req;34;b/s;13241;av;0;<1s;33;1s;1;2s;0;3s;0;4s;0;5s;0;>5s;0;ip;41;usr;227;qV;4;qS;0;qD;0;qK;0;qT;0;qL;0;sl;0.04;m;7188524
24.06.2010 01:15:00;r/s;0;req;22;b/s;16118;av;0;<1s;21;1s;1;2s;0;3s;0;4s;0;5s;0;>5s;0;ip;41;usr;235;qV;2;qS;0;qD;0;qK;0;qT;0;qL;0;sl;0.06;m;7191352
24.06.2010 01:16:00;r/s;0;req;24;b/s;12986;av;0;<1s;24;1s;0;2s;0;3s;0;4s;0;5s;0;>5s;0;ip;39;usr;236;qV;4;qS;0;qD;0;qK;0;qT;0;qL;0;sl;0.05;m;7182612
